,Text,Type
4556,"The clarifying gel cream is also really great for helping with excess oil and I love how different the texture is from my daily moisturizer. It’s cooling, refreshing and still hydrating. If you like a gel moisturizer you will love this! https://t.co/n1uvmPB0xY https://t.co/Rh1nqcpQ0O",Not a bot
4557,"My clarifying cleansing gel is my go to when my skin is a little congested or I'm having break outs. I use this once a day for my morning cleanse, then use my clarifying gel cream. they work together to help unclog pores and clear up my skin. https://t.co/n1uvmPB0xY https://t.co/L0PjFEjXky",Not a bot
4558,introducing my three new @kylieskin clarifying products designed for everyone with oily or combination skin or anyone like me who gets imperfections every now and then. Just launched at https://t.co/n1uvmPB0xY 💗 https://t.co/v6s0iEQtHt,Not a bot
4559,RT @kyliecosmetics: today is your last chance to get a free gardenia garden candle with any $40+ purchase! 💗 the perfect spring scent! 🌸 ht…,Not a bot
4560,"Meet the new additions to our Clarifying family! My Clarifying Cleansing Gel, Clarifying Gel Cream and Clarifying Patches to cleanse, clear and calm the skin. 💗 Shop 4.26 9am pst on https://t.co/n1uvmPB0xY! ✨ xo",Not a bot
4561,"You guys have been asking for more products for oily or combination skin, and I am excited to introduce my three new products for everyone who has oily or combination skin, or anyone like me who gets imperfections every now and then. @kylieskin https://t.co/lgWyNGfvMm",Not a bot
4562,"RT @kyliecosmetics: passion fruit, pomegranate and strawberry lip oils! 😍 which flavor is your vibe? 💞 get the new set tomorrow at 9am pst…",Not a bot
4563,"RT @kyliecosmetics: Meet the NEW @KylieSkin Lip Oil Set featuring the best-selling lip oil in three new, juicy flavors: passionfruit, pomeg…",Not a bot
4564,my new limited edition lip oil sets are live now! https://t.co/n1uvmPB0xY 3 delicious new flavors ❤️😘 https://t.co/NldTYqkrbR,Not a bot
4565,"my new lip oil set launches tomorrow! 3 new flavors: pomegranate, strawberry and passion fruit! 9am pst on https://t.co/n1uvmPB0xY 🍓💕 https://t.co/jT3XisiqGE",Not a bot
4566,our collection is available NOW!!! https://t.co/bDaiohhXCV #kendallxkylie https://t.co/MMhp91W8P7,Not a bot
4567,45 mins… #kendallxkylie https://t.co/bDaiohhXCV 💜🌸,Not a bot
4568,3 hours to go until KENDALL X KYLIE launches! @kyliecosmetics @KendallJenner 💜🌸 https://t.co/bDaiohhXCV,Not a bot
4569,OUR COLLECTION LAUNCHES TODAY!!! at 3pm pst on https://t.co/bDaiohhXCV 🤍💐💐 i’m soo excited for you guys to get these beautiful new products @kyliecosmetics 🤍 @kendalljenner https://t.co/rKiw0QjLuU,Not a bot
4570,brought the Kylie Truck to @thegrovela to celebrate the Kendall x Kylie collection launching on April 6th! 💜 shop our makeup early TODAY and TOMORROW! 💐 @kyliecosmetics @KendallJenner https://t.co/MsrdEp9y9V,Not a bot
4571,"the KYLIE TRUCK is heading to @TheGroveLA this weekend, April 2-3! you guys can shop the Kendall Collection before it launches online on April 6! 🌸💜 @kyliecosmetics https://t.co/YkghmpjjeZ",Not a bot
4572,RT @kyliecosmetics: last chance to shop our 50% off matte liquid lipsticks sale at @ultabeauty!! ends at midnight! https://t.co/BGEIM8hkeX…,Not a bot
4573,today only! It’s our 21 Days of Beauty sale at @ultabeauty! 50% off matte liquid lips in all stores and online ❤️https://t.co/U4guciEJe4 https://t.co/VZ49nBHjoM,Not a bot
4574,MY DAY 1 💜 The Kendall X Kylie Collection launches on April 6th at 3pm pst! @kyliecosmetics @KendallJenner https://t.co/Z9F2yyZHnX,Not a bot
4575,💐 reveal happening today on my stories! @kyliecosmetics @KendallJenner,Not a bot
4576,KENDALL X KYLIE 2.0 coming April 6 💜 feeling so blessed and excited to work on yet another makeup collaboration with my sister @kendalljenner!!! our first collection together is still one of my favorites but wow i can’t wait for you guys to see what we have for you this time 😍 https://t.co/iNAfLjA10F,Not a bot
4577,my #AfterPayDay sale ends at midnight! Get 25% off @kyliecosmetics @kylieskin and @kyliebaby 💕 https://t.co/bDaiohhXCV,Not a bot
4578,RT @kyliecosmetics: today is your last chance to shop our 25% off afterpay day sale on https://t.co/FAJOPZjO3N! 💗💄 use code afterpay at che…,Not a bot
4579,💕 @KylieCosmetics and @KylieSkin are officially available at @SephoraMX online and coming to stores April 1! https://t.co/fLBTWzuCp4 https://t.co/1ypIGq00sK,Not a bot
4580,RT @SephoraMX: ¡Kylie Skin @kylieskin y Kylie Cosmetics @kyliecosmetics están oficialmente aquí! ¡Ahora puedes comprar cuidado de la piel y…,Not a bot
4581,my new lip shine lacquer shades 🥰 https://t.co/bDaiohhXCV https://t.co/gIznNb5m3R,Not a bot
4582,RT @kyliecosmetics: Our new Lip Shine Lacquers are available now on https://t.co/rkT2b8JJL5! 💗 This high-shine formula features a lightweig…,Not a bot
4583,RT @kyliecosmetics: today is your last chance to get 2 lip singles for $20 on https://t.co/FAJOPZjO3N! 💗💋 sale ends 2.17 5:59am pst. https:…,Not a bot
4584,celebrating Valentine’s Day with my 2 for $20 lip singles SALE on https://t.co/bDaiohhXCV ❤️ https://t.co/aqnZUSZOvv,Not a bot
4585,just dropped my @kyliebaby mini set! all of my baby essentials in minis 🤍🤍https://t.co/rcClFiBasQ https://t.co/uTmkfJbDWO,Not a bot
4586,daddy got us matching rings 🤍⛈ https://t.co/qNE9MAYs5x,Not a bot
4587,"RT @kyliecosmetics: Our brand new Kylash False Lashes and Kybrow Kits are here!! ⁠
⁠
The new Kylash False Lashes are perfect for recreating…",Not a bot
4588,🖤 @kyliecosmetics https://t.co/xrHGIzsv8i,Not a bot
4589,RT @kyliecosmetics: Our NEW vegan and clean Loose Setting Powders are available now! 💓 You'll love this new silky and weightless formula th…,Not a bot
4590,just dropped my new clean and vegan setting powders!! https://t.co/klYH8mQRdn @kyliecosmetics https://t.co/b62mDzfdah,Not a bot
4591,"lip swatches of my nightmare on elm street lip shine lacquer set 💋 https://t.co/ObiDG3J5sw⁠⁠
⁠⁠ https://t.co/s9pWOVVsSq",Not a bot
4592,RT @kelseyooud: @KylieJenner Just bought the whole collection!!!!!! 🔪 🩸,Not a bot
4593,RT @RayanneRourke: @KylieJenner @kyliecosmetics #kyliecosmetics #anightmareonelmstreet 🙌🏼💕 https://t.co/bWZCCLLt5H,Not a bot
4594,MY NIGHTMARE ON ELM STREET COLLECTION NOW LIVE ON https://t.co/6Qgyudbedy! happy halloween 🔪🔪🩸🩸🩸 https://t.co/TdVo2BsjZz,Not a bot
4595,one hour to go!!! https://t.co/bDaiohhXCV https://t.co/BkCbW1ksC3,Not a bot
4596,3 hours to go until my KYLIE X NIGHTMARE ON ELM STREET collection drops! 3pm pst on https://t.co/bDaiohhXCV https://t.co/aLa1U9Mpaq,Not a bot
4597,"restocking my @kyliebaby sets, bundles and moisturizing lotion at 9am pst today! https://t.co/rcClFiBasQ ☁️🤍 https://t.co/sKGGYo3bnZ",Not a bot
4598,KYLIE X NIGHTMARE ON ELM STREET collection launching 10.12! i’m wearing our Freddy eyeshadow palette here &amp; Only A Dream lip lacquer! ♥️ @kyliecosmetics https://t.co/QdWqOySJT3,Not a bot
4599,tomorrow I will be restocking my @kyliebaby moisturizing lotion and bundles that sold out on launch day! https://t.co/rcClFiBasQ,Not a bot
4600,"RT @kylieskin: Introducing our NEW Mini Sets! 💕⁠⁠
⁠⁠
✨ Hydrate + Glow: Mini Hydrating Face Mask, Mini Face Moisturizer, Mini Eye Cream and…",Not a bot
4601,IN YOUR DREAMS 🔪 wearing ELM STREET lip lacquer from my Nightmare on Elm Street collection launching 10.12 🩸 @kyliecosmetics https://t.co/4KGrwQTb34,Not a bot
4602,KYLIE X NIGHTMARE ON ELM STREET exclusive collection launches 10.12 @kyliecosmetics 🩸🔪 https://t.co/hyhuWVGV3s,Not a bot
4603,KYLIE X NIGHTMARE ON ELM STREET 🔪🩸 ahhh what a DREAM to collaborate with the icon of horror! reveal happening right now on my IG stories! launching 10.12 @kyliecosmetics https://t.co/3CMaN5rHdv,Not a bot
4604,can you guess who we collaborated with this year for halloween? 👀 collection reveal coming today @kyliecosmetics 🩸🩸 https://t.co/zOM4wleZMz,Not a bot
4605,my NEW @kylieskin watermelon lip oil just dropped! https://t.co/n1uvmPB0xY https://t.co/t2vVOW9o5i,Not a bot
4606,"RT @kylieskin: Announcing our NEW Watermelon Lip Oil! 🍉 Launching 10.5, this fan favorite, best-selling formula now comes in a new juicy wa…",Not a bot
4607,"RT @Sheridann_raee: To say I’m OBSESSED is an understatement everything was packaged amazingly, the bag,brush &amp; comb are great quality, pro…",Not a bot
4608,RT @kyliebaby: Our Kylie Baby Sets are officially sold out! 🤍 Shop our new 4 piece set bundle now and get the same discount - $58 ($68 valu…,Not a bot
4609,Kylie Baby is LIVE! on https://t.co/rcClFiBasQ 🤍 https://t.co/vrNQcH2lQN,Not a bot
4610,30 minutes to go!! @kyliebaby https://t.co/RQkWr1rJS2 https://t.co/BPjeiUu0Lm,Not a bot
4611,Kylie Baby launches tomorrow!!!! https://t.co/rcClFiBasQ https://t.co/nTL7EzusGC,Not a bot
4612,RT @kyliebaby: ☁️ 4 more days! 💙 09.28 https://t.co/EZeRyBu6MM https://t.co/nkyTb5xvub,Not a bot
4613,how cute is this video we shot for KYLIE BABY almost a year ago! 4 more days till my new clean baby care line launches on https://t.co/rcClFiBasQ 9.28 @kyliebaby https://t.co/SQqLgbbwMQ,Not a bot
4614,KYLIE BABY vegan and clean baby care ☁️ 9.28 https://t.co/rcClFiBasQ @kyliebaby https://t.co/qQmUkbDU9m,Not a bot
4615,"RT @kyliebaby: Introducing Kylie Baby ☁️ Gentle, clean, conscious baby care! 🛁 Coming 9.28 to https://t.co/EZeRyBu6MM https://t.co/9QosNIGO…",Not a bot
4616,i’m ready for fall 🤎 https://t.co/bYtXiL9sMC,Not a bot
4617,"RT @kyliecosmetics: Kybrow Gel is here! 💓 ⁠Here's why we love the new formula:⁠⁠
⁠⁠
✨ Fuller-looking, natural brows⁠⁠
✨ Extreme holding pow…",Not a bot
4618,RT @kyliebaby: september 28 #kyliebaby https://t.co/tjaDjQdw7m,Not a bot
4619,"my Caicos and Kylie one pieces are sold out!! You can still shop my other one pieces, triangle styles and sarongs at https://t.co/AYlGqHbQBM",Not a bot
4620,we’re live 💙 @kylieswim https://t.co/AYlGqHbQBM https://t.co/vVeVtC6wEe,Not a bot
4621,20 mins until @kylieswim launches!! https://t.co/AYlGqHbQBM,Not a bot
4622,It’s KYLIE SWIM DAY 💖 my first drop ever for @kylieswim launches TODAY at 3pm pst on https://t.co/AYlGqHbQBM! i’m soooo excited to share this with you guys 💛🧡 https://t.co/GdJQ7bgW4I,Not a bot
4623,just launched my new Kylie vanity trunk on https://t.co/bDaiohhXCV! @kyliecosmetics https://t.co/tpKKl4OGDg,Not a bot
4624,i’m so excited to finally share this new project with you! @kylieswim launches this FRIDAY the 17th on https://t.co/cuD18g899s .. this first drop is so special to me 🧡💛💗 i can’t wait for you guys to see everything we have coming! https://t.co/ZMCUeAGkxc,Not a bot
4625,last day to shop my sitewide 25% off sale! Use code AFTERPAYDAY at https://t.co/bDaiohhXCV and https://t.co/n1uvmPB0xY https://t.co/7AobST1aAP,Not a bot
4626,RT @kylieskin: The perfect way to experience all of our Kylie Skin favorites! 💓 Shop our sitewide 25% off sale now with code AFTERPAYDAY! h…,Not a bot
4627,I added new items to my online closet! Shop at https://t.co/gY38YZUg44 #KardashianKloset 🛍,Not a bot
4628,get 25% off sitewide with code AFTERPAYDAY on https://t.co/bDaiohhXCV and https://t.co/n1uvmPB0xY @kyliecosmetics @kylieskin https://t.co/nC2trRizn8,Not a bot
4629,🖤 https://t.co/93DguWJw39,Not a bot
4630,last day to shop my @kyliecosmetics Labor Day sale! Buy one get one FREE on matte liquid lipsticks 😍 https://t.co/bDaiohhXCV,Not a bot
4631,matte lip favs 💋 it’s buy one get one FREE on all of my matte liquid lipsticks this Labor Day weekend at https://t.co/bDaiohhXCV 😍 @kyliecosmetics https://t.co/irZVj7iYzd,Not a bot
4632,LABOR DAY WEEKEND SALE HAPPENING RIGHT NOW 🤍 buy a matte lip and get one free. https://t.co/bDaiohhXCV 💓 https://t.co/zycz1WuLtI,Not a bot
4633,my Labor Day weekend sale starts in 25 mins!! Buy one get one FREE on my my matte liquid lipsticks at https://t.co/bDaiohhXCV 9am pst,Not a bot
4634,RT @kyliecosmetics: Kylie Cosmetics is available now in store and online at @meccabeauty! 💓🇦🇺🇳🇿 https://t.co/RawsrEhWT7,Not a bot
4635,https://t.co/cuD18g899s 💛🧡💗 https://t.co/zvs4JkAD2C,Not a bot
4636,soon. 💛🧡💗 @kylieswim https://t.co/Lct2Sen5vm,Not a bot
4637,"last day to get up to 50% off my @kylieskin minis, SPF and accessories! https://t.co/n1uvmPB0xY https://t.co/D6m7dGMuVT",Not a bot
4638,"Get up to 50% off my minis, accessories and SPF! Hurry, sale ends tomorrow! https://t.co/Fhh9Ygf8Ce https://t.co/Q5HfnkWOEB",Not a bot
4639,favorite girl.💙 https://t.co/kQhkVT79qs,Not a bot
4640,... @kylieswim https://t.co/XM8DSG1NiD,Not a bot
4641,my @kylieskin mini fridge is back! https://t.co/n1uvmPB0xY https://t.co/xJ0gJ788Ii,Not a bot
4642,one of my favorite palettes I’ve ever launched! 💰✨ https://t.co/4oF6QAt5rR https://t.co/q9umMXzzOq,Not a bot
4643,"RT @kyliecosmetics: go for glow 💫 this multi-purpose liquid highlighter works great on the body and also on the face for a natural, lit fro…",Not a bot
4644,"RT @kyliecosmetics: Prep and hydrate your lips with our 24k Lip Serum, infused with real 24k gold flecks ✨ This formula contains 69% natura…",Not a bot
4645,obsessed with my new lip shine lacquer formula! https://t.co/bDaiohhXCV https://t.co/iXj13Vbm6k,Not a bot
4646,🧜‍♀️ https://t.co/GTIopLziSX,Not a bot
4647,https://t.co/bDaiohhXCV 🏆💰 https://t.co/D6ElQtYo8V,Not a bot
4648,THE 24K COLLECTION IS OFFICIALLY LIVE!!! head over to https://t.co/ObiDG3J5sw before it’s gone ✨✨ @kyliecosmetics https://t.co/Eq9uSP7XY6,Not a bot
4649,10 minutes until my 24k Birthday Collection launches on https://t.co/bDaiohhXCV!!! ✨,Not a bot
4650,"RT @OVOSound: Drake &amp; 21 Savage Rich Flex Her Loss Recap Out Now 

https://t.co/zJR90b1Dlf https://t.co/pNYemtVast",Not a bot
4651,"RT @OVOSound: RICH FLEX

https://t.co/5I8i7nk7sg https://t.co/ph4Nn2pVi1",Not a bot
4652,"RT @OVOSound: ‘Her Loss’ Out Now - @Drake @21savage @OVO40 
🦉🔪

https://t.co/9BPjMmv472 https://t.co/x1lTipTTG9",Not a bot
4653,"RT @OVOSound: SNL musical guests once again  @Drake @21savage. Thank you for the love. HER LOSS OUT NOW  🗡️🥀

https://t.co/kQFmjjCT0H https…",Not a bot
4654,HER LOSS Available Everywhere 🗡️🦉🥀 https://t.co/h5tkvg8JNg https://t.co/AI58aeo5qI,Not a bot
4655,"RT @OVOSound: ‘Her Loss’ Out Now @Drake @21savage 
https://t.co/9BPjMmv472 https://t.co/JNuGoBUN1z",Not a bot
4656,"RT @OVOSound: Drake &amp; 21 Savage “Her Loss” 
Tonight, 12am EST https://t.co/DS48NJqnFJ",Not a bot
4657,RT @OVOSound: Her Loss 🦉🔪  Front Cover @Drake @21savage #HERLOSS https://t.co/kYM2jKbFKY,Not a bot
4658,"RT @OVOSound: Thank you to @nprmusic @tinydesk for having the gang @Drake @21savage let’s go crazy 🔪🦉
#HERLOSS https://t.co/cBpG9SgARI",Not a bot
4659,"RT @OVOSound: ‘Working On My Karma' Album OUT NOW @DVSN ➗ ""Don't Take Your Love"" Official Video At 11 AM ET Today

https://t.co/Kf9575vKPg…",Not a bot
4660,"RT @OVOSound: Jimmy Cooks… 
‘Her Loss’ Album by @Drake &amp; @21savage, Friday October 28th, 2022

https://t.co/CbjhkggHp6 https://t.co/8dbpxFZ…",Not a bot
4661,"Link to win tickets 
https://t.co/NmOnUbSM13 https://t.co/eyrrlaEL8D",Not a bot
4662,"RT @Baka_Not_Nice: BODY &amp; A FACE.. BAKA NOT NICE I’ll SHUB IT IN YOUR FACE

https://t.co/WaMADGAmZb https://t.co/kjPmr8F3wd",Not a bot
4663,"RT @OVOSound: “BODY &amp; A FACE” OUT EVERYWHERE NOW! @Baka_Not_Nice 

https://t.co/73j9PSiHS1 https://t.co/1Lly49ft5M",Not a bot
4664,"RT @OVOSound: “You know how STICKY it gets” 

@Drake 

https://t.co/6coIncpuXX https://t.co/3D89GiYF2z",Not a bot
4665,"RT @OVOSound: OCTOBER WORLD WEEKEND 
Road to OVO Fest Tour 
July 28 - August 1, 2022
Toronto, Ontario https://t.co/yCOUp7Ygcv",Not a bot
4666,"RT @OVOSound: HONESTLY, NEVERMIND 
Out Now @Drake 

https://t.co/tJpfjUsMJr https://t.co/QDhy2fZWE7",Not a bot
